Invoice,StockCode,Description,Quantity,InvoiceDate,Price,Customer ID,Country,Revenue,Year,Month,YearMonth,DayOfWeek,Hour
538187,23298,SPOTTY BUNTING,1,2010-12-26 17:19:00,5.42,12541,United Kingdom,5.42,2010,12,2010-12,6,17
538187,22728,ALARM CLOCK BAKELIKE PINK,1,2010-12-26 17:19:00,3.72,12541,United Kingdom,3.72,2010,12,2010-12,6,17
538187,DOT,DOTCOM POSTAGE,1,2010-12-26 17:19:00,14.44,12541,United Kingdom,14.44,2010,12,2010-12,6,17
537732,21212,PACK OF 72 RETROSPOT CAKE CASES,1,2010-12-27 08:26:00,0.55,12697,United Kingdom,0.55,2010,12,2010-12,0,8
537732,22386,JUMBO BAG PINK POLKADOT,16,2010-12-27 08:26:00,2.13,12697,United Kingdom,34.08,2010,12,2010-12,0,8
537732,84029E,RED WOOLLY HOTTIE WHITE HEART,11,2010-12-27 08:26:00,3.29,12697,United Kingdom,36.19,2010,12,2010-12,0,8
537732,23300,GARDENERS KNEELING PAD CUP OF TEA,1,2010-12-27 08:26:00,2.17,12697,United Kingdom,2.17,2010,12,2010-12,0,8
537732,22633,HAND WARMER UNION JACK,21,2010-12-27 08:26:00,1.98,12697,United Kingdom,41.58,2010,12,2010-12,0,8
537732,71053,WHITE METAL LANTERN,2,2010-12-27 08:26:00,3.24,12697,United Kingdom,6.48,2010,12,2010-12,0,8
537732,22632,HAND WARMER RED POLKA DOT,2,2010-12-27 08:26:00,1.67,12697,United Kingdom,3.34,2010,12,2010-12,0,8
536541,85099C,JUMBO BAG STRAWBERRY,2,2010-12-27 11:18:00,1.9,12586,United Kingdom,3.8,2010,12,2010-12,0,11
538041,84029E,RED WOOLLY HOTTIE WHITE HEART,2,2010-12-27 12:23:00,3.15,12602,United Kingdom,6.3,2010,12,2010-12,0,12
538041,21212,PACK OF 72 RETROSPOT CAKE CASES,16,2010-12-27 12:23:00,0.55,12602,United Kingdom,8.8,2010,12,2010-12,0,12
538041,85123A,WHITE HANGING HEART T-LIGHT HOLDER,5,2010-12-27 12:23:00,2.3,12602,United Kingdom,11.5,2010,12,2010-12,0,12
538326,22633,HAND WARMER UNION JACK,2,2010-12-27 13:34:00,1.74,12380,United Kingdom,3.48,2010,12,2010-12,0,13
537270,23298,SPOTTY BUNTING,16,2010-12-28 09:47:00,4.61,12810,United Kingdom,73.76,2010,12,2010-12,1,9
537270,84997B,RED 3 PIECE RETROSPOT CUTLERY SET,4,2010-12-28 09:47:00,4.43,12810,United Kingdom,17.72,2010,12,2010-12,1,9
537790,22384,LUNCH BAG PINK POLKADOT,1,2010-12-28 11:37:00,1.77,12591,Australia,1.77,2010,12,2010-12,1,11
537790,21777,RECIPE BOX WITH METAL HEART,5,2010-12-28 11:37:00,8.7,12591,Australia,43.5,2010,12,2010-12,1,11
537790,22730,ALARM CLOCK BAKELIKE IVORY,1,2010-12-28 11:37:00,3.91,12591,Australia,3.91,2010,12,2010-12,1,11
537790,21212,PACK OF 72 RETROSPOT CAKE CASES,7,2010-12-28 11:37:00,0.58,12591,Australia,4.06,2010,12,2010-12,1,11
537790,22469,HEART OF WICKER SMALL,7,2010-12-28 11:37:00,1.53,12591,Australia,10.71,2010,12,2010-12,1,11
537790,22310,PANTRY MAGNETIC SHOPPING LIST,6,2010-12-28 11:37:00,1.86,12591,Australia,11.16,2010,12,2010-12,1,11
537790,23084,RABBIT NIGHT LIGHT,8,2010-12-28 11:37:00,1.71,12591,Australia,13.68,2010,12,2010-12,1,11
537790,22386,JUMBO BAG PINK POLKADOT,5,2010-12-28 11:37:00,1.98,12591,Australia,9.9,2010,12,2010-12,1,11
537790,84029E,RED WOOLLY HOTTIE WHITE HEART,4,2010-12-28 11:37:00,3.44,12591,Australia,13.76,2010,12,2010-12,1,11
537790,21754,HOME BUILDING BLOCK WORD,4,2010-12-28 11:37:00,5.98,12591,Australia,23.92,2010,12,2010-12,1,11
537790,84997D,BLUE 3 PIECE POLKADOT CUTLERY SET,7,2010-12-28 11:37:00,3.81,12591,Australia,26.67,2010,12,2010-12,1,11
537790,22726,ALARM CLOCK BAKELIKE GREEN,8,2010-12-28 11:37:00,3.46,12591,Australia,27.68,2010,12,2010-12,1,11
538005,22727,ALARM CLOCK BAKELIKE RED,15,2010-12-28 12:44:00,3.4,12821,United Kingdom,51.0,2010,12,2010-12,1,12
538005,DOT,DOTCOM POSTAGE,1,2010-12-28 12:44:00,14.32,12821,United Kingdom,14.32,2010,12,2010-12,1,12
537091,84997B,RED 3 PIECE RETROSPOT CUTLERY SET,21,2010-12-28 14:54:00,4.3,12790,United Kingdom,90.3,2010,12,2010-12,1,14
537091,22198,SMALL HEART FLOWERS HOOK,9,2010-12-28 14:54:00,0.93,12790,United Kingdom,8.370000000000001,2010,12,2010-12,1,14
537091,DOT,DOTCOM POSTAGE,3,2010-12-28 14:54:00,15.3,12790,United Kingdom,45.900000000000006,2010,12,2010-12,1,14
537091,22310,PANTRY MAGNETIC SHOPPING LIST,3,2010-12-28 14:54:00,2.12,12790,United Kingdom,6.36,2010,12,2010-12,1,14
537091,21754,HOME BUILDING BLOCK WORD,1,2010-12-28 14:54:00,5.95,12790,United Kingdom,5.95,2010,12,2010-12,1,14
537545,85099B,JUMBO BAG RED RETROSPOT,13,2010-12-29 07:00:00,2.02,12385,United Kingdom,26.26,2010,12,2010-12,2,7
537545,22728,ALARM CLOCK BAKELIKE PINK,22,2010-12-29 07:00:00,3.57,12385,United Kingdom,78.53999999999999,2010,12,2010-12,2,7
537992,M,MANUAL,20,2010-12-29 09:43:00,0.0,12796,United Kingdom,0.0,2010,12,2010-12,2,9
537992,47566,PARTY BUNTING,1,2010-12-29 09:43:00,4.52,12796,United Kingdom,4.52,2010,12,2010-12,2,9
537992,22748,POPPY'S PLAYHOUSE KITCHEN,7,2010-12-29 09:43:00,2.07,12796,United Kingdom,14.489999999999998,2010,12,2010-12,2,9
537992,22728,ALARM CLOCK BAKELIKE PINK,4,2010-12-29 09:43:00,4.12,12796,United Kingdom,16.48,2010,12,2010-12,2,9
537992,22382,LUNCH BAG SPACEBOY DESIGN,2,2010-12-29 09:43:00,1.49,12796,United Kingdom,2.98,2010,12,2010-12,2,9
537992,85099B,JUMBO BAG RED RETROSPOT,13,2010-12-29 09:43:00,2.05,12796,United Kingdom,26.65,2010,12,2010-12,2,9
537523,84029G,KNITTED UNION FLAG HOT WATER BOTTLE,1,2010-12-29 10:06:00,3.32,12821,United Kingdom,3.32,2010,12,2010-12,2,10
537523,22752,SET 7 BABUSHKA NESTING BOXES,1,2010-12-29 10:06:00,7.64,12821,United Kingdom,7.64,2010,12,2010-12,2,10
537523,22748,POPPY'S PLAYHOUSE KITCHEN,20,2010-12-29 10:06:00,2.26,12821,United Kingdom,45.199999999999996,2010,12,2010-12,2,10
537523,22720,SET OF 3 CAKE TINS PANTRY DESIGN,3,2010-12-29 10:06:00,5.23,12821,United Kingdom,15.690000000000001,2010,12,2010-12,2,10
537523,20727,LUNCH BAG BLACK SKULL,1,2010-12-29 10:06:00,1.65,12821,United Kingdom,1.65,2010,12,2010-12,2,10
537523,20725,LUNCH BAG RED RETROSPOT,2,2010-12-29 10:06:00,1.62,12821,United Kingdom,3.24,2010,12,2010-12,2,10
537523,22423,REGENCY CAKESTAND 3 TIER,10,2010-12-29 10:06:00,11.74,12821,United Kingdom,117.4,2010,12,2010-12,2,10
537523,84997D,BLUE 3 PIECE POLKADOT CUTLERY SET,3,2010-12-29 10:06:00,4.53,12821,United Kingdom,13.59,2010,12,2010-12,2,10
536411,22423,REGENCY CAKESTAND 3 TIER,20,2010-12-29 10:10:00,13.48,12558,United Kingdom,269.6,2010,12,2010-12,2,10
538018,23298,SPOTTY BUNTING,1,2010-12-29 11:50:00,4.59,12602,United Kingdom,4.59,2010,12,2010-12,2,11
538018,22632,HAND WARMER RED POLKA DOT,3,2010-12-29 11:50:00,1.95,12602,United Kingdom,5.85,2010,12,2010-12,2,11
538018,84029G,KNITTED UNION FLAG HOT WATER BOTTLE,3,2010-12-29 11:50:00,3.51,12602,United Kingdom,10.53,2010,12,2010-12,2,11
537066,23166,MEDIUM CERAMIC TOP STORAGE JAR,6,2010-12-29 14:07:00,1.28,12747,United Kingdom,7.68,2010,12,2010-12,2,14
537066,23298,SPOTTY BUNTING,5,2010-12-29 14:07:00,5.43,12747,United Kingdom,27.15,2010,12,2010-12,2,14
537066,22748,POPPY'S PLAYHOUSE KITCHEN,9,2010-12-29 14:07:00,2.22,12747,United Kingdom,19.98,2010,12,2010-12,2,14
537066,22745,POPPY'S PLAYHOUSE BEDROOM,15,2010-12-29 14:07:00,1.98,12747,United Kingdom,29.7,2010,12,2010-12,2,14
538049,22835,HOT WATER BOTTLE I AM SO POORLY,18,2010-12-30 04:19:00,4.7,12821,United Kingdom,84.60000000000001,2010,12,2010-12,3,4
538049,22745,POPPY'S PLAYHOUSE BEDROOM,4,2010-12-30 04:19:00,2.24,12821,United Kingdom,8.96,2010,12,2010-12,3,4
538049,22726,ALARM CLOCK BAKELIKE GREEN,1,2010-12-30 04:19:00,3.79,12821,United Kingdom,3.79,2010,12,2010-12,3,4
538049,22623,BOX OF VINTAGE JIGSAW BLOCKS,7,2010-12-30 04:19:00,4.63,12821,United Kingdom,32.41,2010,12,2010-12,3,4
538049,23300,GARDENERS KNEELING PAD CUP OF TEA,3,2010-12-30 04:19:00,2.24,12821,United Kingdom,6.720000000000001,2010,12,2010-12,3,4
538049,POST,POSTAGE,1,2010-12-30 04:19:00,17.0,12821,United Kingdom,17.0,2010,12,2010-12,3,4
538049,23084,RABBIT NIGHT LIGHT,1,2010-12-30 04:19:00,1.97,12821,United Kingdom,1.97,2010,12,2010-12,3,4
538208,DOT,DOTCOM POSTAGE,22,2010-12-30 09:01:00,16.31,12777,United Kingdom,358.82,2010,12,2010-12,3,9
538208,22386,JUMBO BAG PINK POLKADOT,3,2010-12-30 09:01:00,2.04,12777,United Kingdom,6.12,2010,12,2010-12,3,9
538208,21212,PACK OF 72 RETROSPOT CAKE CASES,32,2010-12-30 09:01:00,0.59,12777,United Kingdom,18.88,2010,12,2010-12,3,9
538208,22469,HEART OF WICKER SMALL,11,2010-12-30 09:01:00,1.62,12777,United Kingdom,17.82,2010,12,2010-12,3,9
538208,22720,SET OF 3 CAKE TINS PANTRY DESIGN,3,2010-12-30 09:01:00,4.79,12777,United Kingdom,14.370000000000001,2010,12,2010-12,3,9
538208,22728,ALARM CLOCK BAKELIKE PINK,11,2010-12-30 09:01:00,3.43,12777,United Kingdom,37.730000000000004,2010,12,2010-12,3,9
538208,84997D,BLUE 3 PIECE POLKADOT CUTLERY SET,7,2010-12-30 09:01:00,4.24,12777,United Kingdom,29.68,2010,12,2010-12,3,9
536718,22633,HAND WARMER UNION JACK,2,2010-12-30 16:53:00,1.77,12785,France,3.54,2010,12,2010-12,3,16
537637,22748,POPPY'S PLAYHOUSE KITCHEN,1,2010-12-31 09:39:00,1.92,12406,United Kingdom,1.92,2010,12,2010-12,4,9
537637,M,MANUAL,18,2010-12-31 09:39:00,0.0,12406,United Kingdom,0.0,2010,12,2010-12,4,9
537637,84406B,CREAM CUPID HEARTS COAT HANGER,7,2010-12-31 09:39:00,2.87,12406,United Kingdom,20.09,2010,12,2010-12,4,9
537637,20727,LUNCH BAG BLACK SKULL,19,2010-12-31 09:39:00,1.51,12406,United Kingdom,28.69,2010,12,2010-12,4,9
537286,22423,REGENCY CAKESTAND 3 TIER,8,2010-12-31 09:51:00,12.52,12529,United Kingdom,100.16,2010,12,2010-12,4,9
537286,23298,SPOTTY BUNTING,14,2010-12-31 09:51:00,4.57,12529,United Kingdom,63.980000000000004,2010,12,2010-12,4,9
537286,M,MANUAL,3,2010-12-31 09:51:00,0.0,12529,United Kingdom,0.0,2010,12,2010-12,4,9
537286,23166,MEDIUM CERAMIC TOP STORAGE JAR,20,2010-12-31 09:51:00,1.37,12529,United Kingdom,27.400000000000002,2010,12,2010-12,4,9
537286,22622,BOX OF VINTAGE ALPHABET BLOCKS,1,2010-12-31 09:51:00,4.95,12529,United Kingdom,4.95,2010,12,2010-12,4,9
537286,22730,ALARM CLOCK BAKELIKE IVORY,1,2010-12-31 09:51:00,3.85,12529,United Kingdom,3.85,2010,12,2010-12,4,9
537286,22727,ALARM CLOCK BAKELIKE RED,1,2010-12-31 09:51:00,3.63,12529,United Kingdom,3.63,2010,12,2010-12,4,9
537286,22384,LUNCH BAG PINK POLKADOT,17,2010-12-31 09:51:00,1.51,12529,United Kingdom,25.67,2010,12,2010-12,4,9
538234,21777,RECIPE BOX WITH METAL HEART,5,2010-12-31 10:15:00,7.45,12370,United Kingdom,37.25,2010,12,2010-12,4,10
537326,22720,SET OF 3 CAKE TINS PANTRY DESIGN,4,2010-12-31 11:13:00,4.88,12574,United Kingdom,19.52,2010,12,2010-12,4,11
537326,22745,POPPY'S PLAYHOUSE BEDROOM,8,2010-12-31 11:13:00,2.15,12574,United Kingdom,17.2,2010,12,2010-12,4,11
537326,84029E,RED WOOLLY HOTTIE WHITE HEART,20,2010-12-31 11:13:00,3.45,12574,United Kingdom,69.0,2010,12,2010-12,4,11
537326,21730,GLASS STAR FROSTED T-LIGHT HOLDER,5,2010-12-31 11:13:00,4.02,12574,United Kingdom,20.099999999999998,2010,12,2010-12,4,11
538076,POST,POSTAGE,2,2011-01-01 07:51:00,17.19,12625,United Kingdom,34.38,2011,1,2011-01,5,7
538214,21730,GLASS STAR FROSTED T-LIGHT HOLDER,2,2011-01-01 10:46:00,3.9,12785,United Kingdom,7.8,2011,1,2011-01,5,10
538214,22730,ALARM CLOCK BAKELIKE IVORY,1,2011-01-01 10:46:00,3.46,12785,United Kingdom,3.46,2011,1,2011-01,5,10
538214,DOT,DOTCOM POSTAGE,14,2011-01-01 10:46:00,16.09,12785,United Kingdom,225.26,2011,1,2011-01,5,10
538214,84879,ASSORTED COLOUR BIRD ORNAMENT,10,2011-01-01 10:46:00,1.6,12785,United Kingdom,16.0,2011,1,2011-01,5,10
537428,22728,ALARM CLOCK BAKELIKE PINK,5,2011-01-01 11:13:00,3.7,12503,United Kingdom,18.5,2011,1,2011-01,5,11
537428,22727,ALARM CLOCK BAKELIKE RED,4,2011-01-01 11:13:00,4.02,12503,United Kingdom,16.08,2011,1,2011-01,5,11
537428,23084,RABBIT NIGHT LIGHT,1,2011-01-01 11:13:00,1.78,12503,United Kingdom,1.78,2011,1,2011-01,5,11
537428,22310,PANTRY MAGNETIC SHOPPING LIST,3,2011-01-01 11:13:00,2.05,12503,United Kingdom,6.1499999999999995,2011,1,2011-01,5,11
537428,23167,SMALL CERAMIC TOP STORAGE JAR,36,2011-01-01 11:13:00,0.82,12503,United Kingdom,29.52,2011,1,2011-01,5,11
537428,23166,MEDIUM CERAMIC TOP STORAGE JAR,2,2011-01-01 11:13:00,1.21,12503,United Kingdom,2.42,2011,1,2011-01,5,11
537428,22726,ALARM CLOCK BAKELIKE GREEN,13,2011-01-01 11:13:00,3.41,12503,United Kingdom,44.33,2011,1,2011-01,5,11
537428,22383,LUNCH BAG SUKI DESIGN,3,2011-01-01 11:13:00,1.65,12503,United Kingdom,4.949999999999999,2011,1,2011-01,5,11
537428,22386,JUMBO BAG PINK POLKADOT,4,2011-01-01 11:13:00,1.83,12503,United Kingdom,7.32,2011,1,2011-01,5,11
537428,22622,BOX OF VINTAGE ALPHABET BLOCKS,2,2011-01-01 11:13:00,5.13,12503,United Kingdom,10.26,2011,1,2011-01,5,11
537423,21212,PACK OF 72 RETROSPOT CAKE CASES,3,2011-01-01 13:10:00,0.51,12832,France,1.53,2011,1,2011-01,5,13
537660,23167,SMALL CERAMIC TOP STORAGE JAR,6,2011-01-02 11:46:00,0.9,12355,United Kingdom,5.4,2011,1,2011-01,6,11
537660,22384,LUNCH BAG PINK POLKADOT,1,2011-01-02 11:46:00,1.54,12355,United Kingdom,1.54,2011,1,2011-01,6,11
537484,POST,POSTAGE,1,2011-01-04 05:11:00,16.75,12398,United Kingdom,16.75,2011,1,2011-01,1,5
537484,22383,LUNCH BAG SUKI DESIGN,4,2011-01-04 05:11:00,1.53,12398,United Kingdom,6.12,2011,1,2011-01,1,5
537484,21755,LOVE BUILDING BLOCK WORD,2,2011-01-04 05:11:00,5.84,12398,United Kingdom,11.68,2011,1,2011-01,1,5
537484,DOT,DOTCOM POSTAGE,5,2011-01-04 05:11:00,15.81,12398,United Kingdom,79.05,2011,1,2011-01,1,5
537484,22745,POPPY'S PLAYHOUSE BEDROOM,16,2011-01-04 05:11:00,1.99,12398,United Kingdom,31.84,2011,1,2011-01,1,5
537484,M,MANUAL,12,2011-01-04 05:11:00,0.0,12398,United Kingdom,0.0,2011,1,2011-01,1,5
537127,22310,PANTRY MAGNETIC SHOPPING LIST,5,2011-01-04 08:30:00,2.12,12730,United Kingdom,10.600000000000001,2011,1,2011-01,1,8
537127,84879,ASSORTED COLOUR BIRD ORNAMENT,1,2011-01-04 08:30:00,1.66,12730,United Kingdom,1.66,2011,1,2011-01,1,8
537127,M,MANUAL,17,2011-01-04 08:30:00,0.0,12730,United Kingdom,0.0,2011,1,2011-01,1,8
538195,22752,SET 7 BABUSHKA NESTING BOXES,3,2011-01-04 15:05:00,8.24,12710,United Kingdom,24.72,2011,1,2011-01,1,15
538195,22633,HAND WARMER UNION JACK,6,2011-01-04 15:05:00,1.84,12710,United Kingdom,11.040000000000001,2011,1,2011-01,1,15
538195,22469,HEART OF WICKER SMALL,1,2011-01-04 15:05:00,1.62,12710,United Kingdom,1.62,2011,1,2011-01,1,15
538195,23084,RABBIT NIGHT LIGHT,2,2011-01-04 15:05:00,1.95,12710,United Kingdom,3.9,2011,1,2011-01,1,15
537951,23300,GARDENERS KNEELING PAD CUP OF TEA,8,2011-01-05 10:45:00,2.0,12736,United Kingdom,16.0,2011,1,2011-01,2,10
537951,22632,HAND WARMER RED POLKA DOT,5,2011-01-05 10:45:00,1.92,12736,United Kingdom,9.6,2011,1,2011-01,2,10
537951,85099B,JUMBO BAG RED RETROSPOT,3,2011-01-05 10:45:00,1.89,12736,United Kingdom,5.67,2011,1,2011-01,2,10
537951,22384,LUNCH BAG PINK POLKADOT,6,2011-01-05 10:45:00,1.81,12736,United Kingdom,10.86,2011,1,2011-01,2,10
536625,23084,RABBIT NIGHT LIGHT,1,2011-01-05 11:18:00,1.95,12479,United Kingdom,1.95,2011,1,2011-01,2,11
536625,48187,DOORMAT NEW ENGLAND,1,2011-01-05 11:18:00,8.12,12479,United Kingdom,8.12,2011,1,2011-01,2,11
536625,22633,HAND WARMER UNION JACK,2,2011-01-05 11:18:00,1.73,12479,United Kingdom,3.46,2011,1,2011-01,2,11
536625,85123A,WHITE HANGING HEART T-LIGHT HOLDER,2,2011-01-05 11:18:00,2.7,12479,United Kingdom,5.4,2011,1,2011-01,2,11
536625,22382,LUNCH BAG SPACEBOY DESIGN,2,2011-01-05 11:18:00,1.73,12479,United Kingdom,3.46,2011,1,2011-01,2,11
537188,22197,POPCORN HOLDER,1,2011-01-05 11:38:00,0.92,12540,United Kingdom,0.92,2011,1,2011-01,2,11
537188,23167,SMALL CERAMIC TOP STORAGE JAR,1,2011-01-05 11:38:00,0.91,12540,United Kingdom,0.91,2011,1,2011-01,2,11
537188,84029G,KNITTED UNION FLAG HOT WATER BOTTLE,10,2011-01-05 11:38:00,3.22,12540,United Kingdom,32.2,2011,1,2011-01,2,11
537188,22383,LUNCH BAG SUKI DESIGN,6,2011-01-05 11:38:00,1.59,12540,United Kingdom,9.540000000000001,2011,1,2011-01,2,11
536694,22382,LUNCH BAG SPACEBOY DESIGN,5,2011-01-06 11:44:00,1.8,12500,United Kingdom,9.0,2011,1,2011-01,3,11
537837,22745,POPPY'S PLAYHOUSE BEDROOM,11,2011-01-07 09:44:00,2.01,12651,United Kingdom,22.11,2011,1,2011-01,4,9
537837,84029G,KNITTED UNION FLAG HOT WATER BOTTLE,1,2011-01-07 09:44:00,3.09,12651,United Kingdom,3.09,2011,1,2011-01,4,9
537837,22720,SET OF 3 CAKE TINS PANTRY DESIGN,5,2011-01-07 09:44:00,5.14,12651,United Kingdom,25.7,2011,1,2011-01,4,9
536382,23167,SMALL CERAMIC TOP STORAGE JAR,6,2011-01-07 10:13:00,0.84,12415,United Kingdom,5.04,2011,1,2011-01,4,10
536382,23300,GARDENERS KNEELING PAD CUP OF TEA,2,2011-01-07 10:13:00,2.28,12415,United Kingdom,4.56,2011,1,2011-01,4,10
536382,22623,BOX OF VINTAGE JIGSAW BLOCKS,1,2011-01-07 10:13:00,5.19,12415,United Kingdom,5.19,2011,1,2011-01,4,10
536382,22720,SET OF 3 CAKE TINS PANTRY DESIGN,10,2011-01-07 10:13:00,5.04,12415,United Kingdom,50.4,2011,1,2011-01,4,10
536382,22382,LUNCH BAG SPACEBOY DESIGN,1,2011-01-07 10:13:00,1.71,12415,United Kingdom,1.71,2011,1,2011-01,4,10
536382,22632,HAND WARMER RED POLKA DOT,19,2011-01-07 10:13:00,1.73,12415,United Kingdom,32.87,2011,1,2011-01,4,10
536382,22622,BOX OF VINTAGE ALPHABET BLOCKS,1,2011-01-07 10:13:00,5.18,12415,United Kingdom,5.18,2011,1,2011-01,4,10
536382,22728,ALARM CLOCK BAKELIKE PINK,5,2011-01-07 10:13:00,4.01,12415,United Kingdom,20.049999999999997,2011,1,2011-01,4,10
536382,22727,ALARM CLOCK BAKELIKE RED,1,2011-01-07 10:13:00,3.97,12415,United Kingdom,3.97,2011,1,2011-01,4,10
536382,22198,SMALL HEART FLOWERS HOOK,3,2011-01-07 10:13:00,0.9,12415,United Kingdom,2.7,2011,1,2011-01,4,10
536382,84879,ASSORTED COLOUR BIRD ORNAMENT,13,2011-01-07 10:13:00,1.85,12415,United Kingdom,24.05,2011,1,2011-01,4,10
536864,DOT,DOTCOM POSTAGE,4,2011-01-08 06:35:00,13.76,12485,United Kingdom,55.04,2011,1,2011-01,5,6
536864,22423,REGENCY CAKESTAND 3 TIER,3,2011-01-08 06:35:00,13.02,12485,United Kingdom,39.06,2011,1,2011-01,5,6
536864,23167,SMALL CERAMIC TOP STORAGE JAR,3,2011-01-08 06:35:00,0.85,12485,United Kingdom,2.55,2011,1,2011-01,5,6
536864,84997D,BLUE 3 PIECE POLKADOT CUTLERY SET,1,2011-01-08 06:35:00,4.4,12485,United Kingdom,4.4,2011,1,2011-01,5,6
536864,22748,POPPY'S PLAYHOUSE KITCHEN,22,2011-01-08 06:35:00,2.0,12485,United Kingdom,44.0,2011,1,2011-01,5,6
536864,POST,POSTAGE,1,2011-01-08 06:35:00,17.79,12485,United Kingdom,17.79,2011,1,2011-01,5,6
536864,20725,LUNCH BAG RED RETROSPOT,5,2011-01-08 06:35:00,1.65,12485,United Kingdom,8.25,2011,1,2011-01,5,6
538301,22386,JUMBO BAG PINK POLKADOT,10,2011-01-08 12:27:00,1.85,12809,United Kingdom,18.5,2011,1,2011-01,5,12
537749,22726,ALARM CLOCK BAKELIKE GREEN,24,2011-01-08 13:07:00,3.38,12581,United Kingdom,81.12,2011,1,2011-01,5,13
537749,23166,MEDIUM CERAMIC TOP STORAGE JAR,13,2011-01-08 13:07:00,1.37,12581,United Kingdom,17.810000000000002,2011,1,2011-01,5,13
537749,22633,HAND WARMER UNION JACK,2,2011-01-08 13:07:00,1.75,12581,United Kingdom,3.5,2011,1,2011-01,5,13
537749,48187,DOORMAT NEW ENGLAND,6,2011-01-08 13:07:00,7.89,12581,United Kingdom,47.339999999999996,2011,1,2011-01,5,13
537749,23300,GARDENERS KNEELING PAD CUP OF TEA,1,2011-01-08 13:07:00,2.06,12581,United Kingdom,2.06,2011,1,2011-01,5,13
537265,22835,HOT WATER BOTTLE I AM SO POORLY,3,2011-01-09 15:36:00,5.43,12439,United Kingdom,16.29,2011,1,2011-01,6,15
536678,22383,LUNCH BAG SUKI DESIGN,3,2011-01-10 12:00:00,1.5,12817,United Kingdom,4.5,2011,1,2011-01,0,12
537577,23166,MEDIUM CERAMIC TOP STORAGE JAR,5,2011-01-10 13:47:00,1.37,12580,United Kingdom,6.8500000000000005,2011,1,2011-01,0,13
536542,22386,JUMBO BAG PINK POLKADOT,6,2011-01-10 14:55:00,1.87,12575,Germany,11.22,2011,1,2011-01,0,14
536542,22727,ALARM CLOCK BAKELIKE RED,1,2011-01-10 14:55:00,3.88,12575,Germany,3.88,2011,1,2011-01,0,14
536542,22469,HEART OF WICKER SMALL,9,2011-01-10 14:55:00,1.59,12575,Germany,14.31,2011,1,2011-01,0,14
536542,21212,PACK OF 72 RETROSPOT CAKE CASES,1,2011-01-10 14:55:00,0.57,12575,Germany,0.57,2011,1,2011-01,0,14
536542,84879,ASSORTED COLOUR BIRD ORNAMENT,1,2011-01-10 14:55:00,1.74,12575,Germany,1.74,2011,1,2011-01,0,14
536542,23298,SPOTTY BUNTING,3,2011-01-10 14:55:00,5.33,12575,Germany,15.99,2011,1,2011-01,0,14
536506,22748,POPPY'S PLAYHOUSE KITCHEN,11,2011-01-10 16:30:00,1.9,12792,United Kingdom,20.9,2011,1,2011-01,0,16
536506,22469,HEART OF WICKER SMALL,1,2011-01-10 16:30:00,1.56,12792,United Kingdom,1.56,2011,1,2011-01,0,16
536506,23298,SPOTTY BUNTING,16,2011-01-10 16:30:00,4.64,12792,United Kingdom,74.24,2011,1,2011-01,0,16
537377,48187,DOORMAT NEW ENGLAND,21,2011-01-10 20:26:00,7.81,12593,United Kingdom,164.01,2011,1,2011-01,0,20
537377,22198,SMALL HEART FLOWERS HOOK,1,2011-01-10 20:26:00,0.9,12593,United Kingdom,0.9,2011,1,2011-01,0,20
537101,23084,RABBIT NIGHT LIGHT,11,2011-01-10 23:58:00,1.97,12747,France,21.669999999999998,2011,1,2011-01,0,23
537101,22720,SET OF 3 CAKE TINS PANTRY DESIGN,2,2011-01-10 23:58:00,5.32,12747,France,10.64,2011,1,2011-01,0,23
537101,22423,REGENCY CAKESTAND 3 TIER,1,2011-01-10 23:58:00,11.67,12747,France,11.67,2011,1,2011-01,0,23
537101,47566,PARTY BUNTING,14,2011-01-10 23:58:00,4.57,12747,France,63.980000000000004,2011,1,2011-01,0,23
538057,22386,JUMBO BAG PINK POLKADOT,2,2011-01-11 08:33:00,2.0,12692,United Kingdom,4.0,2011,1,2011-01,1,8
538057,21754,HOME BUILDING BLOCK WORD,1,2011-01-11 08:33:00,6.36,12692,United Kingdom,6.36,2011,1,2011-01,1,8
538057,23166,MEDIUM CERAMIC TOP STORAGE JAR,8,2011-01-11 08:33:00,1.26,12692,United Kingdom,10.08,2011,1,2011-01,1,8
538057,22382,LUNCH BAG SPACEBOY DESIGN,20,2011-01-11 08:33:00,1.6,12692,United Kingdom,32.0,2011,1,2011-01,1,8
538057,M,MANUAL,1,2011-01-11 08:33:00,0.0,12692,United Kingdom,0.0,2011,1,2011-01,1,8
538057,85099B,JUMBO BAG RED RETROSPOT,7,2011-01-11 08:33:00,1.8,12692,United Kingdom,12.6,2011,1,2011-01,1,8
537684,23084,RABBIT NIGHT LIGHT,3,2011-01-12 09:28:00,1.84,12513,United Kingdom,5.5200000000000005,2011,1,2011-01,2,9
536564,POST,POSTAGE,2,2011-01-12 13:44:00,18.77,12835,United Kingdom,37.54,2011,1,2011-01,2,13
536564,22720,SET OF 3 CAKE TINS PANTRY DESIGN,12,2011-01-12 13:44:00,4.63,12835,United Kingdom,55.56,2011,1,2011-01,2,13
536564,21755,LOVE BUILDING BLOCK WORD,9,2011-01-12 13:44:00,6.36,12835,United Kingdom,57.24,2011,1,2011-01,2,13
536564,71053,WHITE METAL LANTERN,3,2011-01-12 13:44:00,3.26,12835,United Kingdom,9.78,2011,1,2011-01,2,13
